title:White Rice's Wishlist



//double perks
dimwishlist:item=4248569242&perks=3523296417,469285294#notes:Reconstruction,Demolitionist | Recombination
dimwishlist:item=3393519051&perks=1546637391,2360754333#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=3393519051&perks=1546637391,2679249093#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=2869569095,2360754333#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=2869569095,2679249093#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=2869569095,1546637391#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=3960499187,2360754333#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=3960499187,2679249093#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=3960499187,1546637391#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=4071163871,2360754333#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=4071163871,2679249093#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=4071163871,1546637391#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=691659142,2360754333#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=691659142,2679249093#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=691659142,1546637391#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=777589559,2360754333#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=777589559,2679249093#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=777589559,1546637391#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=2869569095,3960499187#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=2869569095,4071163871#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=2869569095,691659142#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=2869569095,777589559#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=3960499187,2869569095#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=3960499187,4071163871#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=3960499187,691659142#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=3960499187,777589559#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=4071163871,2869569095#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=4071163871,3960499187#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=4071163871,691659142#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=4071163871,777589559#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=691659142,2869569095#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=691659142,3960499187#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=691659142,4071163871#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=691659142,777589559#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=777589559,2869569095#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=777589559,3960499187#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=777589559,4071163871#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=777589559,691659142#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=2360754333,2679249093#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=2360754333,1546637391#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=2679249093,2360754333#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=2679249093,1546637391#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=1546637391,2360754333#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=1298672084&perks=1546637391,2679249093#notes:Field Prep,Pugilist,Threat Detector | One-Two Punch,Trench Barrel,Vorpal Weapon
dimwishlist:item=2883484461&perks=3300816228,3708227201#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2883484461&perks=3300816228,3751912585#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2883484461&perks=3300816228,1546637391#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2883484461&perks=3643424744,3708227201#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2883484461&perks=3643424744,3751912585#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2883484461&perks=3643424744,1546637391#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2883484461&perks=3300816228,3643424744#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2883484461&perks=3643424744,3300816228#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2883484461&perks=3708227201,3751912585#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2883484461&perks=3708227201,1546637391#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2883484461&perks=3751912585,3708227201#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2883484461&perks=3751912585,1546637391#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2883484461&perks=1546637391,3708227201#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2883484461&perks=1546637391,3751912585#notes:Auto-Loading Holster,Overflow | Cascade Point,Surrounded,Vorpal Weapon
dimwishlist:item=2035738085&perks=1631667848,2679249093#notes:Grave Robber | One-Two Punch,Cascade Point
dimwishlist:item=2035738085&perks=1631667848,3751912585#notes:Grave Robber | One-Two Punch,Cascade Point
dimwishlist:item=2035738085&perks=2679249093,3751912585#notes:Grave Robber | One-Two Punch,Cascade Point
dimwishlist:item=2035738085&perks=3751912585,2679249093#notes:Grave Robber | One-Two Punch,Cascade Point
dimwishlist:item=1168625549&perks=4071163871,2679249093#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=4071163871,3708227201#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=4071163871,3751912585#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=691659142,2679249093#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=691659142,3708227201#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=691659142,3751912585#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=1631667848,2679249093#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=1631667848,3708227201#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=1631667848,3751912585#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=4071163871,691659142#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=4071163871,1631667848#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=691659142,4071163871#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=691659142,1631667848#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=1631667848,4071163871#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=1631667848,691659142#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=2679249093,3708227201#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=2679249093,3751912585#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=3708227201,2679249093#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=3708227201,3751912585#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=3751912585,2679249093#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=1168625549&perks=3751912585,3708227201#notes:Grave Robber,Threat Detector,Pugilist | One-Two Punch,Surrounded,Cascade Point
dimwishlist:item=3738678140&perks=3300816228,2679249093#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=3300816228,3708227201#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=3300816228,4104185692#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=1556840489,2679249093#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=1556840489,3708227201#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=1556840489,4104185692#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=1631667848,2679249093#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=1631667848,3708227201#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=1631667848,4104185692#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=3300816228,1556840489#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=3300816228,1631667848#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=1556840489,3300816228#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=1556840489,1631667848#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=1631667848,3300816228#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=1631667848,1556840489#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=2679249093,3708227201#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=2679249093,4104185692#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=3708227201,2679249093#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=3708227201,4104185692#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=4104185692,2679249093#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=3738678140&perks=4104185692,3708227201#notes:Grave Robber,Auto-Loading Holster,Lead from Gold | One-Two Punch,Frenzy,Surrounded
dimwishlist:item=2855157553&perks=2679249093,2360754333#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=2855157553&perks=2679249093,3201496230#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=2855157553&perks=3978468247,2360754333#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=2855157553&perks=3978468247,3201496230#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=2855157553&perks=2679249093,3978468247#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=2855157553&perks=3978468247,2679249093#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=2855157553&perks=2360754333,3201496230#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=2855157553&perks=3201496230,2360754333#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=4097972038&perks=2679249093,2360754333#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=4097972038&perks=2679249093,3201496230#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=4097972038&perks=3978468247,2360754333#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=4097972038&perks=3978468247,3201496230#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=4097972038&perks=2679249093,3978468247#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=4097972038&perks=3978468247,2679249093#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=4097972038&perks=2360754333,3201496230#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=4097972038&perks=3201496230,2360754333#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=1879212552&perks=2679249093,2360754333#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=1879212552&perks=2679249093,3201496230#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=1879212552&perks=3978468247,2360754333#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=1879212552&perks=3978468247,3201496230#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=1879212552&perks=2679249093,3978468247#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=1879212552&perks=3978468247,2679249093#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=1879212552&perks=2360754333,3201496230#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=1879212552&perks=3201496230,2360754333#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=1904170910&perks=2679249093,2360754333#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=1904170910&perks=2679249093,3201496230#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=1904170910&perks=3978468247,2360754333#notes:Discord,One-Two Punch | Trench Barrel,Redirection
dimwishlist:item=1904170910&perks=3978468247,3201496230#notes:Discord,One-Two Punch | Trench Barrel,Redirection
